barrel_pct,batter_hr_profile,bullpen_hr_risk,bvp_context,confidence,edge_pct,estimated_hr_probability,fair_odds,game,hard_hit_pct,hr_odds,implied_probability,label,last_update,launch_angle,lineup_spot,lineup_status,market_odds_status,opposing_pitcher_hr9,park_weather_impact,pitch_type_fit,pitcher_barrel_allowed,pitcher_hard_hit_allowed,player,pull_fly_ball_profile,rank,required_recheck,short_reason,source,team,unit_size,xslg,xwoba
,1 HR / 32 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-10.23,0.044299,+2157,ATL@COL,,+582,0.146628,PASS,2026-05-01,,9,official_mlb_schedule,valid,1.963636,60F / 7 mph wind / 1% precip / open-air; roof not applicable,favorable,0.113,0.339,Jorge Mateo,unavailable,123,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,ATL,0.0,,
0.091,3 HR / 142 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-10.36,0.043886,+2179,CIN@PIT,0.442,+578,0.147493,PASS,2026-05-01,7.5,3,official_mlb_schedule,valid,1.551724,49F / 11 mph wind / 59% precip / open-air; roof not applicable,neutral,0.085,0.462,Bryan Reynolds,unavailable,124,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,PIT,0.0,0.388,0.341
,0 HR / 13 PA,9.74,unavailable/not used; BvP is supporting only,7.5,-3.62,0.043786,+2184,TEX@DET,,+1150,0.08,PASS,2026-05-01,,7,official_mlb_schedule,valid,1.421053,48F / 8 mph wind / 6% precip / open-air; roof not applicable,favorable,0.103,0.456,Alejandro Osuna,unavailable,125,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,TEX,0.0,,
0.063,3 HR / 90 PA,3.59,unavailable/not used; BvP is supporting only,5.0,-2.45,0.04303,+2224,AZ@CHC,0.453,+1380,0.067568,PASS,2026-05-01,14.0,6,official_mlb_schedule,valid,0.826531,44F / 10 mph wind / 5% precip / open-air; roof not applicable,neutral,0.072,0.47,Jose Fernandez,unavailable,126,game already started or completed,Confidence cap prevents a BET label.,draftkings,AZ,0.0,0.411,0.306
,0 HR / 19 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-4.97,0.042432,+2257,MIL@WSH,,+985,0.092166,PASS,2026-05-01,,6,official_mlb_schedule,valid,1.213483,67F / 10 mph wind / 1% precip / open-air; roof not applicable,unfavorable,0.125,0.512,Tyler Black,unavailable,127,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,MIL,0.0,,
,1 HR / 65 PA,10.0,unavailable/not used; BvP is supporting only,5.8,,0.041297,+2322,ATL@COL,,,,WATCHLIST,,,5,official_mlb_schedule,missing,1.391753,60F / 7 mph wind / 1% precip / open-air; roof not applicable,neutral,0.073,0.427,Tyler Freeman,unavailable,128,prop price missing,Missing current/timestamped prop price; cannot be a bet.,,COL,0.0,,
0.121,1 HR / 83 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-2.49,0.040905,+2345,CIN@PIT,0.394,+1420,0.065789,PASS,2026-05-01,18.9,9,official_mlb_schedule,valid,0.264706,49F / 11 mph wind / 59% precip / open-air; roof not applicable,neutral,0.03,0.39,Ke'Bryan Hayes,unavailable,129,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,CIN,0.0,0.438,0.321
0.061,2 HR / 63 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-6.56,0.040788,+2352,SF@TB,0.327,+840,0.106383,PASS,2026-05-01,14.4,6,official_mlb_schedule,valid,1.35,79F / 8 mph wind / 0% precip / fixed dome,unfavorable,0.128,0.349,Jonny DeLuca,unavailable,130,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,TB,0.0,0.41,0.31
,0 HR / 66 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-4.13,0.040716,+2356,ATL@COL,,+1120,0.081967,PASS,2026-05-01,,9,official_mlb_schedule,valid,1.391753,60F / 7 mph wind / 1% precip / open-air; roof not applicable,unfavorable,0.073,0.427,Jake McCarthy,unavailable,131,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,COL,0.0,,
0.064,4 HR / 109 PA,9.49,unavailable/not used; BvP is supporting only,7.5,-13.79,0.040708,+2357,TOR@MIN,0.333,+460,0.178571,PASS,2026-05-01,16.2,5,official_mlb_schedule,valid,1.8,53F / 8 mph wind / 0% precip / open-air; roof not applicable,favorable,0.083,0.407,Daulton Varsho,unavailable,132,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,TOR,0.0,0.382,0.315
0.101,3 HR / 127 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-8.75,0.040689,+2358,TOR@MIN,0.427,+680,0.128205,PASS,2026-05-01,17.0,4,official_mlb_schedule,valid,0.931034,53F / 8 mph wind / 0% precip / open-air; roof not applicable,neutral,0.091,0.418,Josh Bell,unavailable,133,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,MIN,0.0,0.427,0.332
,0 HR / 41 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-12.17,0.038587,+2492,KC@SEA,,+524,0.160256,PASS,2026-05-01,,6,official_mlb_schedule,valid,2.333333,64F / 7 mph wind / 3% precip / retractable roof; status unverified,neutral,0.172,0.406,Mitch Garver,unavailable,134,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,SEA,0.0,,
0.067,2 HR / 117 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-9.48,0.038558,+2493,ATL@COL,0.315,+650,0.133333,PASS,2026-05-01,17.1,5,official_mlb_schedule,valid,1.963636,60F / 7 mph wind / 1% precip / open-air; roof not applicable,neutral,0.113,0.339,Mauricio Dubón,unavailable,135,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,ATL,0.0,0.385,0.303
0.027,2 HR / 106 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-8.98,0.03845,+2501,ATL@COL,0.413,+680,0.128205,PASS,2026-05-01,10.8,6,official_mlb_schedule,valid,1.391753,60F / 7 mph wind / 1% precip / open-air; roof not applicable,neutral,0.073,0.427,Troy Johnston,unavailable,136,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,COL,0.0,0.398,0.321
,2 HR / 50 PA,3.4,unavailable/not used; BvP is supporting only,7.5,-7.68,0.038098,+2525,TEX@DET,,+770,0.114943,PASS,2026-05-01,,8,official_mlb_schedule,valid,1.451613,48F / 8 mph wind / 6% precip / open-air; roof not applicable,neutral,0.147,0.467,Wenceel Pérez,unavailable,137,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,DET,0.0,,
,0 HR /  PA,5.45,unavailable/not used; BvP is supporting only,6.0,-3.91,0.03786,+2541,KC@SEA,,+1200,0.076923,PASS,2026-05-01,,9,Expected Lineup,valid,1.028571,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unavailable,0.085,0.481,Kyle Isbel,unavailable,138,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,KC,0.0,,
,0 HR /  PA,5.45,unavailable/not used; BvP is supporting only,6.0,-5.14,0.03786,+2541,KC@SEA,,+1020,0.089286,PASS,2026-05-01,,8,Expected Lineup,valid,1.028571,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unavailable,0.085,0.481,Isaac Collins,unavailable,139,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,KC,0.0,,
,0 HR /  PA,5.45,unavailable/not used; BvP is supporting only,6.0,-7.58,0.03786,+2541,KC@SEA,,+780,0.113636,PASS,2026-05-01,,1,Expected Lineup,valid,1.028571,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unavailable,0.085,0.481,Maikel Garcia,unavailable,140,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,KC,0.0,,
,0 HR /  PA,5.45,unavailable/not used; BvP is supporting only,6.0,-11.99,0.03786,+2541,KC@SEA,,+534,0.157729,PASS,2026-05-01,,4,Expected Lineup,valid,1.028571,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unavailable,0.085,0.481,Salvador Perez,unavailable,141,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,KC,0.0,,
,0 HR /  PA,5.45,unavailable/not used; BvP is supporting only,6.0,-12.88,0.03786,+2541,KC@SEA,,+500,0.166667,PASS,2026-05-01,,6,Expected Lineup,valid,1.028571,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unavailable,0.085,0.481,Michael Massey,unavailable,142,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,KC,0.0,,
,0 HR /  PA,5.45,unavailable/not used; BvP is supporting only,6.0,-13.61,0.03786,+2541,KC@SEA,,+475,0.173913,PASS,2026-05-01,,7,Expected Lineup,valid,1.028571,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unavailable,0.085,0.481,Jac Caglianone,unavailable,143,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,KC,0.0,,
,0 HR /  PA,5.45,unavailable/not used; BvP is supporting only,6.0,-13.88,0.03786,+2541,KC@SEA,,+466,0.176678,PASS,2026-05-01,,3,Expected Lineup,valid,1.028571,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unavailable,0.085,0.481,Vinnie Pasquantino,unavailable,144,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,KC,0.0,,
,0 HR /  PA,5.45,unavailable/not used; BvP is supporting only,6.0,-13.91,0.03786,+2541,KC@SEA,,+465,0.176991,PASS,2026-05-01,,2,Expected Lineup,valid,1.028571,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unavailable,0.085,0.481,Bobby Witt,unavailable,145,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,KC,0.0,,
,0 HR /  PA,5.45,unavailable/not used; BvP is supporting only,6.0,-14.07,0.03786,+2541,KC@SEA,,+460,0.178571,PASS,2026-05-01,,5,Expected Lineup,valid,1.028571,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unavailable,0.085,0.481,Carter Jensen,unavailable,146,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,KC,0.0,,
0.054,3 HR / 87 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-7.58,0.03781,+2545,BAL@NYY,0.464,+780,0.113636,PASS,2026-05-01,14.4,8,official_mlb_schedule,valid,0.72973,58F / 10 mph wind / 2% precip / open-air; roof not applicable,neutral,0.079,0.395,Austin Wells,unavailable,147,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,NYY,0.0,0.39,0.338
,0 HR / 7 PA,9.49,unavailable/not used; BvP is supporting only,7.5,-6.99,0.037005,+2602,TOR@MIN,,+835,0.106952,PASS,2026-05-01,,7,official_mlb_schedule,valid,1.8,53F / 8 mph wind / 0% precip / open-air; roof not applicable,favorable,0.083,0.407,Yohendrick Pinango,unavailable,148,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,TOR,0.0,,
0.097,2 HR / 100 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-4.65,0.036843,+2614,CIN@PIT,0.306,+1100,0.083333,PASS,2026-05-01,7.4,8,official_mlb_schedule,valid,1.551724,49F / 11 mph wind / 59% precip / open-air; roof not applicable,favorable,0.085,0.462,Konnor Griffin,unavailable,149,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,PIT,0.0,0.369,0.287
0.095,1 HR / 85 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-6.61,0.035932,+2683,HOU@BOS,0.429,+880,0.102041,PASS,2026-05-01,9.5,6,official_mlb_schedule,valid,1.989474,59F / 7 mph wind / 0% precip / open-air; roof not applicable,neutral,0.072,0.371,Marcelo Mayer,unavailable,150,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,BOS,0.0,0.346,0.295
,0 HR / 29 PA,10.0,unavailable/not used; BvP is supporting only,5.8,,0.034744,+2778,TOR@MIN,,,,WATCHLIST,,,9,official_mlb_schedule,missing,0.931034,53F / 8 mph wind / 0% precip / open-air; roof not applicable,favorable,0.091,0.418,James Outman,unavailable,151,prop price missing,Missing current/timestamped prop price; cannot be a bet.,,MIN,0.0,,
0.083,1 HR / 85 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-8.14,0.033542,+2881,ATL@COL,0.438,+770,0.114943,PASS,2026-05-01,18.2,7,official_mlb_schedule,valid,1.391753,60F / 7 mph wind / 1% precip / open-air; roof not applicable,neutral,0.073,0.427,Willi Castro,unavailable,152,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,COL,0.0,0.354,0.283
0.151,4 HR / 124 PA,5.88,unavailable/not used; BvP is supporting only,6.0,-8.89,0.032266,+2999,HOU@BOS,0.452,+725,0.121212,PASS,2026-05-01,9.8,7,official_mlb_schedule,valid,,59F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Cam Smith,unavailable,153,pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,HOU,0.0,0.45,0.348
0.122,2 HR / 96 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-6.89,0.03215,+3010,PHI@MIA,0.469,+890,0.10101,PASS,2026-05-01,14.4,7,official_mlb_schedule,valid,0.0,81F / 12 mph wind / 0% precip / retractable roof; status unverified,unfavorable,,,Owen Caissie,unavailable,154,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,MIA,0.0,0.371,0.281
,1 HR / 44 PA,4.33,unavailable/not used; BvP is supporting only,7.5,-11.65,0.031697,+3055,PHI@MIA,,+575,0.148148,PASS,2026-05-01,,5,official_mlb_schedule,valid,1.723404,81F / 12 mph wind / 0% precip / retractable roof; status unverified,favorable,0.149,0.46,Edmundo Sosa,unavailable,155,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,PHI,0.0,,
0.051,1 HR / 133 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-5.73,0.030452,+3184,PHI@MIA,0.414,+1040,0.087719,PASS,2026-05-01,10.5,4,official_mlb_schedule,valid,0.0,81F / 12 mph wind / 0% precip / retractable roof; status unverified,neutral,,,Xavier Edwards,unavailable,156,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,MIA,0.0,0.426,0.367
0.093,2 HR / 122 PA,5.88,unavailable/not used; BvP is supporting only,6.0,-11.79,0.030249,+3206,HOU@BOS,0.419,+575,0.148148,PASS,2026-05-01,6.0,1,official_mlb_schedule,valid,,59F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Carlos Correa,unavailable,157,pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,HOU,0.0,0.445,0.357
,2 HR / 64 PA,5.88,unavailable/not used; BvP is supporting only,6.0,-10.33,0.030029,+3230,HOU@BOS,,+650,0.133333,PASS,2026-05-01,,8,official_mlb_schedule,valid,,59F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Brice Matthews,unavailable,158,pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,HOU,0.0,,
0.086,2 HR / 107 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-8.29,0.029497,+3290,CIN@PIT,0.371,+790,0.11236,PASS,2026-05-01,24.0,6,official_mlb_schedule,valid,1.551724,49F / 11 mph wind / 59% precip / open-air; roof not applicable,neutral,0.085,0.462,Marcell Ozuna,unavailable,159,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,PIT,0.0,0.388,0.292
0.084,4 HR / 134 PA,5.48,unavailable/not used; BvP is supporting only,7.5,-15.89,0.029033,+3344,BAL@NYY,0.554,+432,0.18797,PASS,2026-05-01,12.8,4,official_mlb_schedule,valid,0.861702,58F / 10 mph wind / 2% precip / open-air; roof not applicable,neutral,0.06,0.429,Pete Alonso,unavailable,160,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,BAL,0.0,0.409,0.326
0.038,3 HR / 109 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-5.46,0.028762,+3377,MIL@WSH,0.266,+1100,0.083333,PASS,2026-05-01,10.3,7,official_mlb_schedule,valid,1.213483,67F / 10 mph wind / 1% precip / open-air; roof not applicable,neutral,0.125,0.512,Sal Frelick,unavailable,161,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,MIL,0.0,0.343,0.303
0.014,3 HR / 102 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-5.21,0.02857,+3400,CIN@PIT,0.282,+1140,0.080645,PASS,2026-05-01,14.4,7,official_mlb_schedule,valid,1.551724,49F / 11 mph wind / 59% precip / open-air; roof not applicable,neutral,0.085,0.462,Spencer Horwitz,unavailable,162,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,PIT,0.0,0.312,0.306
0.026,4 HR / 147 PA,10.0,unavailable/not used; BvP is supporting only,5.0,-2.49,0.02718,+3579,AZ@CHC,0.261,+1820,0.052083,PASS,2026-05-01,16.5,1,official_mlb_schedule,valid,0.556701,44F / 10 mph wind / 5% precip / open-air; roof not applicable,neutral,0.094,0.458,Nico Hoerner,unavailable,163,game already started or completed,Confidence cap prevents a BET label.,draftkings,CHC,0.0,0.396,0.344
,2 HR / 65 PA,3.59,unavailable/not used; BvP is supporting only,5.0,-6.91,0.027075,+3593,AZ@CHC,,+940,0.096154,PASS,2026-05-01,,4,official_mlb_schedule,valid,0.826531,44F / 10 mph wind / 5% precip / open-air; roof not applicable,neutral,0.072,0.47,Adrian Del Castillo,unavailable,164,game already started or completed,Confidence cap prevents a BET label.,draftkings,AZ,0.0,,
0.065,3 HR / 128 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-13.54,0.02591,+3759,BAL@NYY,0.402,+520,0.16129,PASS,2026-05-01,19.2,4,official_mlb_schedule,valid,0.72973,58F / 10 mph wind / 2% precip / open-air; roof not applicable,neutral,0.079,0.395,Cody Bellinger,unavailable,165,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,NYY,0.0,0.447,0.361
0.094,1 HR / 115 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-9.92,0.025783,+3778,HOU@BOS,0.469,+700,0.125,PASS,2026-05-01,7.7,3,official_mlb_schedule,valid,1.989474,59F / 7 mph wind / 0% precip / open-air; roof not applicable,neutral,0.072,0.371,Roman Anthony,unavailable,166,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,BOS,0.0,0.37,0.336
0.088,2 HR / 134 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-6.6,0.025757,+3782,CIN@PIT,0.325,+990,0.091743,PASS,2026-05-01,22.2,2,official_mlb_schedule,valid,0.264706,49F / 11 mph wind / 59% precip / open-air; roof not applicable,neutral,0.03,0.39,Matt McLain,unavailable,167,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,CIN,0.0,0.373,0.325
0.038,1 HR / 86 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-6.54,0.025503,+3821,TOR@MIN,0.365,+1000,0.090909,PASS,2026-05-01,10.1,2,official_mlb_schedule,valid,0.931034,53F / 8 mph wind / 0% precip / open-air; roof not applicable,neutral,0.091,0.418,Austin Martin,unavailable,168,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,MIN,0.0,0.37,0.382
0.078,3 HR / 72 PA,4.66,unavailable/not used; BvP is supporting only,7.5,-6.11,0.025155,+3875,LAD@STL,0.314,+1060,0.086207,PASS,2026-05-01,10.9,8,official_mlb_schedule,valid,1.367089,62F / 6 mph wind / 1% precip / open-air; roof not applicable,neutral,0.083,0.403,Pedro Pagés,unavailable,169,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,STL,0.0,0.396,0.298
0.033,3 HR / 111 PA,9.49,unavailable/not used; BvP is supporting only,7.5,-6.58,0.025074,+3888,TOR@MIN,0.278,+1000,0.090909,PASS,2026-05-01,10.9,8,official_mlb_schedule,valid,1.8,53F / 8 mph wind / 0% precip / open-air; roof not applicable,neutral,0.083,0.407,Andrés Giménez,unavailable,170,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,TOR,0.0,0.319,0.258
,0 HR / 63 PA,9.49,unavailable/not used; BvP is supporting only,5.8,,0.024175,+4037,TOR@MIN,,,,WATCHLIST,,,6,official_mlb_schedule,missing,1.8,53F / 8 mph wind / 0% precip / open-air; roof not applicable,neutral,0.083,0.407,Lenyn Sosa,unavailable,171,prop price missing,Missing current/timestamped prop price; cannot be a bet.,,TOR,0.0,,
0.07,1 HR / 105 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-10.92,0.024135,+4043,HOU@BOS,0.408,+650,0.133333,PASS,2026-05-01,11.7,7,official_mlb_schedule,valid,1.989474,59F / 7 mph wind / 0% precip / open-air; roof not applicable,neutral,0.072,0.371,Ceddanne Rafaela,unavailable,172,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,BOS,0.0,0.345,0.293
0.082,2 HR / 136 PA,10.0,unavailable/not used; BvP is supporting only,5.0,-11.92,0.023624,+4133,AZ@CHC,0.329,+600,0.142857,PASS,2026-05-01,13.2,6,official_mlb_schedule,valid,0.556701,44F / 10 mph wind / 5% precip / open-air; roof not applicable,unfavorable,0.094,0.458,Michael Busch,unavailable,173,game already started or completed,Confidence cap prevents a BET label.,draftkings,CHC,0.0,0.316,0.285
0.042,0 HR / 95 PA,4.33,unavailable/not used; BvP is supporting only,7.5,-8.46,0.023553,+4146,PHI@MIA,0.437,+825,0.108108,PASS,2026-05-01,12.1,6,official_mlb_schedule,valid,1.723404,81F / 12 mph wind / 0% precip / retractable roof; status unverified,neutral,0.149,0.46,Bryson Stott,unavailable,174,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,PHI,0.0,0.358,0.291
,0 HR /  PA,9.0,unavailable/not used; BvP is supporting only,6.0,-9.1,0.023317,+4189,NYM@LAA,,+775,0.114286,PASS,2026-05-01,,6,Expected Lineup,valid,0.794118,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.054,0.27,Tyrone Taylor,unavailable,175,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,NYM,0.0,,
,0 HR /  PA,9.0,unavailable/not used; BvP is supporting only,6.0,-10.17,0.023317,+4189,NYM@LAA,,+700,0.125,PASS,2026-05-01,,1,Expected Lineup,valid,0.794118,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.054,0.27,Bo Bichette,unavailable,176,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,NYM,0.0,,
,0 HR /  PA,9.0,unavailable/not used; BvP is supporting only,6.0,-10.17,0.023317,+4189,NYM@LAA,,+700,0.125,PASS,2026-05-01,,7,Expected Lineup,valid,0.794118,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.054,0.27,Carson Benge,unavailable,177,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,NYM,0.0,,
,0 HR /  PA,9.0,unavailable/not used; BvP is supporting only,6.0,-10.17,0.023317,+4189,NYM@LAA,,+700,0.125,PASS,2026-05-01,,9,Expected Lineup,valid,0.794118,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.054,0.27,Ronny Mauricio,unavailable,178,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,NYM,0.0,,
,0 HR /  PA,9.0,unavailable/not used; BvP is supporting only,6.0,-11.22,0.023317,+4189,NYM@LAA,,+638,0.135501,PASS,2026-05-01,,8,Expected Lineup,valid,0.794118,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.054,0.27,Marcus Semien,unavailable,179,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,NYM,0.0,,
,0 HR /  PA,9.0,unavailable/not used; BvP is supporting only,6.0,-11.65,0.023317,+4189,NYM@LAA,,+615,0.13986,PASS,2026-05-01,,5,Expected Lineup,valid,0.794118,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.054,0.27,Brett Baty,unavailable,180,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,NYM,0.0,,
,0 HR /  PA,9.0,unavailable/not used; BvP is supporting only,6.0,-13.8,0.023317,+4189,NYM@LAA,,+520,0.16129,PASS,2026-05-01,,4,Expected Lineup,valid,0.794118,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.054,0.27,Francisco Alvarez,unavailable,181,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,NYM,0.0,,
,0 HR /  PA,9.0,unavailable/not used; BvP is supporting only,6.0,-19.04,0.023317,+4189,NYM@LAA,,+368,0.213675,PASS,2026-05-01,,3,Expected Lineup,valid,0.794118,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.054,0.27,MJ Melendez,unavailable,182,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,NYM,0.0,,
,0 HR /  PA,9.0,unavailable/not used; BvP is supporting only,6.0,-24.62,0.023317,+4189,NYM@LAA,,+271,0.269542,PASS,2026-05-01,,2,Expected Lineup,valid,0.794118,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.054,0.27,Juan Soto,unavailable,183,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,NYM,0.0,,
0.038,1 HR / 70 PA,3.4,unavailable/not used; BvP is supporting only,7.5,-8.09,0.023282,+4195,TEX@DET,0.415,+860,0.104167,PASS,2026-05-01,10.3,6,official_mlb_schedule,valid,1.451613,48F / 8 mph wind / 6% precip / open-air; roof not applicable,neutral,0.147,0.467,Matt Vierling,unavailable,184,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,DET,0.0,0.373,0.307
0.123,4 HR / 120 PA,10.0,unavailable/not used; BvP is supporting only,5.8,,0.023234,+4204,MIL@WSH,0.425,,,WATCHLIST,,3.4,6,official_mlb_schedule,missing,1.102041,67F / 10 mph wind / 1% precip / open-air; roof not applicable,neutral,0.044,0.368,Brady House,unavailable,185,prop price missing,Missing current/timestamped prop price; cannot be a bet.,,WSH,0.0,0.397,0.301
0.031,2 HR / 122 PA,3.93,unavailable/not used; BvP is supporting only,7.5,-5.0,0.023027,+4243,SF@TB,0.354,+1270,0.072993,PASS,2026-05-01,12.2,7,official_mlb_schedule,valid,0.391304,79F / 8 mph wind / 0% precip / fixed dome,neutral,0.129,0.435,Jung Hoo Lee,unavailable,186,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,SF,0.0,0.391,0.327
0.012,0 HR / 112 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-4.94,0.022001,+4445,CIN@PIT,0.422,+1300,0.071429,PASS,2026-05-01,5.8,5,official_mlb_schedule,valid,1.551724,49F / 11 mph wind / 59% precip / open-air; roof not applicable,neutral,0.085,0.462,Nick Gonzales,unavailable,187,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,PIT,0.0,0.392,0.333
