barrel_pct,batter_hr_profile,bullpen_hr_risk,bvp_context,confidence,edge_pct,estimated_hr_probability,fair_odds,game,hard_hit_pct,hr_odds,implied_probability,label,last_update,launch_angle,lineup_spot,lineup_status,market_odds_status,opposing_pitcher_hr9,park_weather_impact,pitch_type_fit,pitcher_barrel_allowed,pitcher_hard_hit_allowed,player,pull_fly_ball_profile,rank,required_recheck,short_reason,source,team,unit_size,xslg,xwoba
0.075,4 HR / 126 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-4.81,0.075353,+1227,KC@SEA,0.376,+710,0.123457,PASS,2026-05-01,16.9,4,official_mlb_schedule,valid,2.333333,64F / 7 mph wind / 3% precip / retractable roof; status unverified,favorable,0.172,0.406,Josh Naylor,unavailable,57,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,SEA,0.0,0.411,0.32
,2 HR / 37 PA,3.4,unavailable/not used; BvP is supporting only,7.5,-9.4,0.072927,+1271,TEX@DET,,+499,0.166945,PASS,2026-05-01,,3,official_mlb_schedule,valid,1.451613,48F / 8 mph wind / 6% precip / open-air; roof not applicable,neutral,0.147,0.467,Jahmai Jones,unavailable,58,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,DET,0.0,,
0.087,2 HR / 67 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-2.37,0.072413,+1281,HOU@BOS,0.457,+940,0.096154,PASS,2026-05-01,15.3,8,official_mlb_schedule,valid,1.989474,59F / 7 mph wind / 0% precip / open-air; roof not applicable,neutral,0.072,0.371,Carlos Narváez,unavailable,59,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,BOS,0.0,0.337,0.249
0.13,2 HR / 145 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-14.06,0.071259,+1303,ATL@COL,0.424,+372,0.211864,PASS,2026-05-01,16.3,1,official_mlb_schedule,valid,1.963636,60F / 7 mph wind / 1% precip / open-air; roof not applicable,neutral,0.113,0.339,Ronald Acuña Jr.,unavailable,60,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,ATL,0.0,0.479,0.375
0.134,4 HR / 120 PA,3.59,unavailable/not used; BvP is supporting only,5.0,-5.74,0.070755,+1313,AZ@CHC,0.388,+680,0.128205,PASS,2026-05-01,8.7,3,official_mlb_schedule,valid,0.826531,44F / 10 mph wind / 5% precip / open-air; roof not applicable,neutral,0.072,0.47,Corbin Carroll,unavailable,61,game already started or completed,Confidence cap prevents a BET label.,draftkings,AZ,0.0,0.481,0.367
0.109,2 HR / 101 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-2.05,0.070365,+1321,KC@SEA,0.406,+1000,0.090909,PASS,2026-05-01,14.2,1,official_mlb_schedule,valid,2.333333,64F / 7 mph wind / 3% precip / retractable roof; status unverified,favorable,0.172,0.406,J.P. Crawford,unavailable,62,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,SEA,0.0,0.451,0.391
0.118,4 HR / 109 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-9.58,0.070314,+1322,LAD@STL,0.412,+502,0.166113,PASS,2026-05-01,13.9,4,official_mlb_schedule,valid,2.373626,62F / 6 mph wind / 1% precip / open-air; roof not applicable,favorable,0.095,0.429,Teoscar Hernández,unavailable,63,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,LAD,0.0,0.423,0.32
0.131,2 HR / 136 PA,3.4,unavailable/not used; BvP is supporting only,7.5,-5.17,0.070215,+1324,TEX@DET,0.404,+720,0.121951,PASS,2026-05-01,19.5,2,official_mlb_schedule,valid,1.451613,48F / 8 mph wind / 6% precip / open-air; roof not applicable,favorable,0.147,0.467,Kevin McGonigle,unavailable,64,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,DET,0.0,0.555,0.415
0.12,4 HR / 126 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-10.93,0.069924,+1330,HOU@BOS,0.478,+458,0.179211,PASS,2026-05-01,14.2,4,official_mlb_schedule,valid,1.989474,59F / 7 mph wind / 0% precip / open-air; roof not applicable,neutral,0.072,0.371,Wilyer Abreu,unavailable,65,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,BOS,0.0,0.499,0.375
0.08,3 HR / 133 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-6.09,0.068106,+1368,LAD@STL,0.42,+675,0.129032,PASS,2026-05-01,16.1,5,official_mlb_schedule,valid,2.373626,62F / 6 mph wind / 1% precip / open-air; roof not applicable,neutral,0.095,0.429,Kyle Tucker,unavailable,66,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,LAD,0.0,0.379,0.316
0.069,2 HR / 134 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-9.82,0.067925,+1372,KC@SEA,0.391,+502,0.166113,PASS,2026-05-01,7.1,5,official_mlb_schedule,valid,2.333333,64F / 7 mph wind / 3% precip / retractable roof; status unverified,favorable,0.172,0.406,Randy Arozarena,unavailable,67,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,SEA,0.0,0.392,0.34
0.117,2 HR / 91 PA,10.0,unavailable/not used; BvP is supporting only,5.0,-1.48,0.067169,+1389,AZ@CHC,0.5,+1120,0.081967,PASS,2026-05-01,13.9,7,official_mlb_schedule,valid,0.556701,44F / 10 mph wind / 5% precip / open-air; roof not applicable,neutral,0.094,0.458,Carson Kelly,unavailable,68,game already started or completed,Confidence cap prevents a BET label.,draftkings,CHC,0.0,0.454,0.369
0.096,7 HR / 143 PA,4.66,unavailable/not used; BvP is supporting only,7.5,-6.39,0.062696,+1495,LAD@STL,0.447,+690,0.126582,PASS,2026-05-01,18.4,1,official_mlb_schedule,valid,1.367089,62F / 6 mph wind / 1% precip / open-air; roof not applicable,favorable,0.083,0.403,JJ Wetherholt,unavailable,69,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,STL,0.0,0.454,0.364
0.097,3 HR / 127 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-5.1,0.061385,+1529,PHI@MIA,0.495,+790,0.11236,PASS,2026-05-01,6.1,3,official_mlb_schedule,valid,0.0,81F / 12 mph wind / 0% precip / retractable roof; status unverified,neutral,,,Otto Lopez,unavailable,70,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,MIA,0.0,0.456,0.341
0.096,4 HR / 71 PA,10.0,unavailable/not used; BvP is supporting only,5.8,,0.061118,+1536,MIL@WSH,0.442,,,WATCHLIST,,11.3,3,official_mlb_schedule,missing,1.102041,67F / 10 mph wind / 1% precip / open-air; roof not applicable,neutral,0.044,0.368,Curtis Mead,unavailable,71,prop price missing,Missing current/timestamped prop price; cannot be a bet.,,WSH,0.0,0.451,0.349
0.103,5 HR / 92 PA,5.48,unavailable/not used; BvP is supporting only,7.5,-10.17,0.060881,+1543,BAL@NYY,0.466,+515,0.162602,PASS,2026-05-01,17.6,5,official_mlb_schedule,valid,0.861702,58F / 10 mph wind / 2% precip / open-air; roof not applicable,favorable,0.06,0.429,Samuel Basallo,unavailable,72,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,BAL,0.0,0.46,0.339
0.118,4 HR / 135 PA,4.66,unavailable/not used; BvP is supporting only,7.5,-8.05,0.060327,+1558,LAD@STL,0.471,+610,0.140845,PASS,2026-05-01,7.8,3,official_mlb_schedule,valid,1.367089,62F / 6 mph wind / 1% precip / open-air; roof not applicable,favorable,0.083,0.403,Alec Burleson,unavailable,73,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,STL,0.0,0.558,0.386
0.138,5 HR / 92 PA,4.66,unavailable/not used; BvP is supporting only,7.5,-3.78,0.05928,+1587,LAD@STL,0.385,+930,0.097087,PASS,2026-05-01,11.9,7,official_mlb_schedule,valid,1.367089,62F / 6 mph wind / 1% precip / open-air; roof not applicable,neutral,0.083,0.403,Nathan Church,unavailable,74,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,STL,0.0,0.455,0.313
0.063,2 HR / 140 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-9.4,0.058159,+1619,KC@SEA,0.4,+557,0.152207,PASS,2026-05-01,8.7,3,official_mlb_schedule,valid,2.333333,64F / 7 mph wind / 3% precip / retractable roof; status unverified,neutral,0.172,0.406,Julio Rodríguez,unavailable,75,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,SEA,0.0,0.391,0.318
0.039,2 HR / 85 PA,9.74,unavailable/not used; BvP is supporting only,7.5,-10.89,0.057801,+1630,TEX@DET,0.529,+500,0.166667,PASS,2026-05-01,19.4,5,official_mlb_schedule,valid,1.421053,48F / 8 mph wind / 6% precip / open-air; roof not applicable,neutral,0.103,0.456,Joc Pederson,unavailable,76,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,TEX,0.0,0.351,0.317
,4 HR / 63 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-11.88,0.057223,+1648,BAL@NYY,,+468,0.176056,PASS,2026-05-01,,5,official_mlb_schedule,valid,0.72973,58F / 10 mph wind / 2% precip / open-air; roof not applicable,unfavorable,0.079,0.395,Amed Rosario,unavailable,77,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,NYY,0.0,,
0.126,8 HR / 131 PA,10.0,unavailable/not used; BvP is supporting only,5.8,,0.057135,+1650,MIL@WSH,0.46,,,WATCHLIST,,15.5,4,official_mlb_schedule,missing,1.102041,67F / 10 mph wind / 1% precip / open-air; roof not applicable,favorable,0.044,0.368,CJ Abrams,unavailable,78,prop price missing,Missing current/timestamped prop price; cannot be a bet.,,WSH,0.0,0.524,0.399
0.088,3 HR / 125 PA,4.33,unavailable/not used; BvP is supporting only,7.5,-11.68,0.05711,+1651,PHI@MIA,0.5,+475,0.173913,PASS,2026-05-01,14.3,3,official_mlb_schedule,valid,1.723404,81F / 12 mph wind / 0% precip / retractable roof; status unverified,neutral,0.149,0.46,Adolis García,unavailable,79,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,PHI,0.0,0.396,0.325
0.061,4 HR / 133 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-11.33,0.056751,+1662,SF@TB,0.449,+488,0.170068,PASS,2026-05-01,4.6,4,official_mlb_schedule,valid,1.35,79F / 8 mph wind / 0% precip / fixed dome,favorable,0.128,0.349,Yandy Díaz,unavailable,80,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,TB,0.0,0.46,0.381
0.133,3 HR / 76 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-8.43,0.056548,+1668,TOR@MIN,0.444,+610,0.140845,PASS,2026-05-01,15.6,7,official_mlb_schedule,valid,0.931034,53F / 8 mph wind / 0% precip / open-air; roof not applicable,neutral,0.091,0.418,Royce Lewis,unavailable,81,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,MIN,0.0,0.372,0.315
,1 HR / 65 PA,9.74,unavailable/not used; BvP is supporting only,7.5,-4.25,0.056464,+1671,TEX@DET,,+910,0.09901,PASS,2026-05-01,,8,official_mlb_schedule,valid,1.421053,48F / 8 mph wind / 6% precip / open-air; roof not applicable,unfavorable,0.103,0.456,Ezequiel Duran,unavailable,82,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,TEX,0.0,,
0.076,3 HR / 131 PA,10.0,unavailable/not used; BvP is supporting only,5.0,-4.58,0.056239,+1678,AZ@CHC,0.468,+880,0.102041,PASS,2026-05-01,20.1,8,official_mlb_schedule,valid,0.556701,44F / 10 mph wind / 5% precip / open-air; roof not applicable,neutral,0.094,0.458,Pete Crow-Armstrong,unavailable,83,game already started or completed,Confidence cap prevents a BET label.,draftkings,CHC,0.0,0.364,0.287
,0 HR / 25 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-1.58,0.05618,+1680,LAD@STL,,+1290,0.071942,PASS,2026-05-01,,9,official_mlb_schedule,valid,2.373626,62F / 6 mph wind / 1% precip / open-air; roof not applicable,favorable,0.095,0.429,Santiago Espinal,unavailable,84,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,LAD,0.0,,
0.089,2 HR / 68 PA,9.49,unavailable/not used; BvP is supporting only,7.5,-12.37,0.055799,+1692,TOR@MIN,0.422,+457,0.179533,PASS,2026-05-01,21.7,1,official_mlb_schedule,valid,1.8,53F / 8 mph wind / 0% precip / open-air; roof not applicable,neutral,0.083,0.407,George Springer,unavailable,85,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,TOR,0.0,0.372,0.303
0.08,3 HR / 135 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-15.78,0.054105,+1748,ATL@COL,0.432,+372,0.211864,PASS,2026-05-01,18.4,6,official_mlb_schedule,valid,1.963636,60F / 7 mph wind / 1% precip / open-air; roof not applicable,neutral,0.113,0.339,Austin Riley,unavailable,86,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,ATL,0.0,0.353,0.288
0.143,2 HR / 86 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-4.97,0.051471,+1843,CIN@PIT,0.571,+888,0.101215,PASS,2026-05-01,25.0,8,official_mlb_schedule,valid,0.264706,49F / 11 mph wind / 59% precip / open-air; roof not applicable,neutral,0.03,0.39,Tyler Stephenson,unavailable,87,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,CIN,0.0,0.435,0.34
0.082,3 HR / 124 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-11.26,0.050799,+1869,MIL@WSH,0.433,+512,0.163399,PASS,2026-05-01,13.1,3,official_mlb_schedule,valid,1.213483,67F / 10 mph wind / 1% precip / open-air; roof not applicable,favorable,0.125,0.512,William Contreras,unavailable,88,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,MIL,0.0,0.446,0.348
,1 HR / 27 PA,3.4,unavailable/not used; BvP is supporting only,7.5,-6.17,0.050705,+1872,TEX@DET,,+790,0.11236,PASS,2026-05-01,,9,official_mlb_schedule,valid,1.451613,48F / 8 mph wind / 6% precip / open-air; roof not applicable,favorable,0.147,0.467,Hao-Yu  Lee,unavailable,89,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,DET,0.0,,
0.075,2 HR / 92 PA,3.59,unavailable/not used; BvP is supporting only,5.0,-1.97,0.050685,+1873,AZ@CHC,0.418,+1320,0.070423,PASS,2026-05-01,12.6,8,official_mlb_schedule,valid,0.826531,44F / 10 mph wind / 5% precip / open-air; roof not applicable,neutral,0.072,0.47,Alek Thomas,unavailable,90,game already started or completed,Confidence cap prevents a BET label.,draftkings,AZ,0.0,0.401,0.29
0.084,3 HR / 127 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-7.44,0.049043,+1939,ATL@COL,0.389,+710,0.123457,PASS,2026-05-01,12.3,4,official_mlb_schedule,valid,1.391753,60F / 7 mph wind / 1% precip / open-air; roof not applicable,favorable,0.073,0.427,TJ Rumfield,unavailable,91,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,COL,0.0,0.443,0.341
,0 HR / 15 PA,10.0,unavailable/not used; BvP is supporting only,5.8,,0.049039,+1939,KC@SEA,,,,WATCHLIST,,,8,official_mlb_schedule,missing,2.333333,64F / 7 mph wind / 3% precip / retractable roof; status unverified,unfavorable,0.172,0.406,Connor Joe,unavailable,92,prop price missing,Missing current/timestamped prop price; cannot be a bet.,,SEA,0.0,,
,0 HR / 36 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-11.1,0.049008,+1940,ATL@COL,,+525,0.16,PASS,2026-05-01,,8,official_mlb_schedule,valid,1.963636,60F / 7 mph wind / 1% precip / open-air; roof not applicable,neutral,0.113,0.339,Jonah Heim,unavailable,93,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,ATL,0.0,,
,0 HR /  PA,6.46,unavailable/not used; BvP is supporting only,6.0,-2.8,0.048944,+1943,CWS@SD,,+1200,0.076923,PASS,2026-05-01,,9,Expected Lineup,valid,2.189189,64F / 5 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.1,0.475,Edgar Quero,unavailable,94,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,CWS,0.0,,
,0 HR /  PA,6.46,unavailable/not used; BvP is supporting only,6.0,-3.11,0.048944,+1943,CWS@SD,,+1150,0.08,PASS,2026-05-01,,7,Expected Lineup,valid,2.189189,64F / 5 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.1,0.475,Chase Meidroth,unavailable,95,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,CWS,0.0,,
,0 HR /  PA,6.46,unavailable/not used; BvP is supporting only,6.0,-3.11,0.048944,+1943,CWS@SD,,+1150,0.08,PASS,2026-05-01,,8,Expected Lineup,valid,2.189189,64F / 5 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.1,0.475,Tristan Peters,unavailable,96,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,CWS,0.0,,
,0 HR /  PA,6.46,unavailable/not used; BvP is supporting only,6.0,-3.27,0.048944,+1943,CWS@SD,,+1125,0.081633,PASS,2026-05-01,,6,Expected Lineup,valid,2.189189,64F / 5 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.1,0.475,Sam Antonacci,unavailable,97,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,CWS,0.0,,
,0 HR /  PA,6.46,unavailable/not used; BvP is supporting only,6.0,-9.09,0.048944,+1943,CWS@SD,,+615,0.13986,PASS,2026-05-01,,5,Expected Lineup,valid,2.189189,64F / 5 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.1,0.475,Austin Hays,unavailable,98,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,CWS,0.0,,
,0 HR /  PA,6.46,unavailable/not used; BvP is supporting only,6.0,-11.45,0.048944,+1943,CWS@SD,,+512,0.163399,PASS,2026-05-01,,1,Expected Lineup,valid,2.189189,64F / 5 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.1,0.475,Andrew Benintendi,unavailable,99,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,CWS,0.0,,
,0 HR /  PA,6.46,unavailable/not used; BvP is supporting only,6.0,-11.77,0.048944,+1943,CWS@SD,,+500,0.166667,PASS,2026-05-01,,3,Expected Lineup,valid,2.189189,64F / 5 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.1,0.475,Miguel Vargas,unavailable,100,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,CWS,0.0,,
,0 HR /  PA,6.46,unavailable/not used; BvP is supporting only,6.0,-15.77,0.048944,+1943,CWS@SD,,+384,0.206612,PASS,2026-05-01,,4,Expected Lineup,valid,2.189189,64F / 5 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.1,0.475,Colson Montgomery,unavailable,101,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,CWS,0.0,,
,0 HR /  PA,6.46,unavailable/not used; BvP is supporting only,6.0,-22.88,0.048944,+1943,CWS@SD,,+260,0.277778,PASS,2026-05-01,,2,Expected Lineup,valid,2.189189,64F / 5 mph wind / 0% precip / open-air; roof not applicable,unavailable,0.1,0.475,Munetaka Murakami,unavailable,102,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,rotowire_props_yes_only,CWS,0.0,,
0.077,3 HR / 147 PA,10.0,unavailable/not used; BvP is supporting only,5.0,-5.98,0.048926,+1944,AZ@CHC,0.452,+820,0.108696,PASS,2026-05-01,15.5,3,official_mlb_schedule,valid,0.556701,44F / 10 mph wind / 5% precip / open-air; roof not applicable,neutral,0.094,0.458,Alex Bregman,unavailable,103,game already started or completed,Confidence cap prevents a BET label.,draftkings,CHC,0.0,0.413,0.334
,0 HR /  PA,10.0,unavailable/not used; BvP is supporting only,6.0,-3.08,0.04858,+1958,NYM@LAA,,+1160,0.079365,PASS,2026-05-01,,9,Expected Lineup,valid,0.0,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Adam Frazier,unavailable,104,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,draftkings,LAA,0.0,,
,0 HR /  PA,10.0,unavailable/not used; BvP is supporting only,6.0,-5.67,0.04858,+1958,NYM@LAA,,+850,0.105263,PASS,2026-05-01,,5,Expected Lineup,valid,0.0,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Nolan Schanuel,unavailable,105,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,draftkings,LAA,0.0,,
,0 HR /  PA,10.0,unavailable/not used; BvP is supporting only,6.0,-6.91,0.04858,+1958,NYM@LAA,,+750,0.117647,PASS,2026-05-01,,8,Expected Lineup,valid,0.0,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Travis d'Arnaud,unavailable,106,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,draftkings,LAA,0.0,,
,0 HR /  PA,10.0,unavailable/not used; BvP is supporting only,6.0,-9.78,0.04858,+1958,NYM@LAA,,+583,0.146413,PASS,2026-05-01,,7,Expected Lineup,valid,0.0,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Josh Lowe,unavailable,107,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,draftkings,LAA,0.0,,
,0 HR /  PA,10.0,unavailable/not used; BvP is supporting only,6.0,-11.75,0.04858,+1958,NYM@LAA,,+502,0.166113,PASS,2026-05-01,,3,Expected Lineup,valid,0.0,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Yoan Moncada,unavailable,108,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,draftkings,LAA,0.0,,
,0 HR /  PA,10.0,unavailable/not used; BvP is supporting only,6.0,-12.75,0.04858,+1958,NYM@LAA,,+468,0.176056,PASS,2026-05-01,,6,Expected Lineup,valid,0.0,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Jo Adell,unavailable,109,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,draftkings,LAA,0.0,,
,0 HR /  PA,10.0,unavailable/not used; BvP is supporting only,6.0,-12.9,0.04858,+1958,NYM@LAA,,+463,0.17762,PASS,2026-05-01,,1,Expected Lineup,valid,0.0,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Zach Neto,unavailable,110,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,draftkings,LAA,0.0,,
,0 HR /  PA,10.0,unavailable/not used; BvP is supporting only,6.0,-13.1,0.04858,+1958,NYM@LAA,,+457,0.179533,PASS,2026-05-01,,4,Expected Lineup,valid,0.0,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Jorge Soler,unavailable,111,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,draftkings,LAA,0.0,,
,0 HR /  PA,10.0,unavailable/not used; BvP is supporting only,6.0,-20.33,0.04858,+1958,NYM@LAA,,+297,0.251889,PASS,2026-05-01,,2,Expected Lineup,valid,0.0,68F / 7 mph wind / 0% precip / open-air; roof not applicable,unavailable,,,Mike Trout,unavailable,112,official lineup missing; pitch-type matchup missing,Confidence cap prevents a BET label.,draftkings,LAA,0.0,,
0.088,3 HR / 110 PA,9.74,unavailable/not used; BvP is supporting only,7.5,-6.58,0.048499,+1962,TEX@DET,0.382,+775,0.114286,PASS,2026-05-01,23.0,2,official_mlb_schedule,valid,1.421053,48F / 8 mph wind / 6% precip / open-air; roof not applicable,neutral,0.103,0.456,Evan Carter,unavailable,113,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,TEX,0.0,0.364,0.316
0.051,5 HR / 108 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-5.47,0.048438,+1964,TOR@MIN,0.342,+870,0.103093,PASS,2026-05-01,16.5,8,official_mlb_schedule,valid,0.931034,53F / 8 mph wind / 0% precip / open-air; roof not applicable,unfavorable,0.091,0.418,Brooks Lee,unavailable,114,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,MIN,0.0,0.333,0.274
0.076,5 HR / 109 PA,3.59,unavailable/not used; BvP is supporting only,5.0,-2.64,0.047146,+2021,AZ@CHC,0.253,+1260,0.073529,PASS,2026-05-01,21.3,7,official_mlb_schedule,valid,0.826531,44F / 10 mph wind / 5% precip / open-air; roof not applicable,neutral,0.072,0.47,Nolan Arenado,unavailable,115,game already started or completed,Confidence cap prevents a BET label.,draftkings,AZ,0.0,0.402,0.307
0.091,4 HR / 143 PA,4.66,unavailable/not used; BvP is supporting only,7.5,-8.14,0.046829,+2035,LAD@STL,0.466,+680,0.128205,PASS,2026-05-01,10.5,2,official_mlb_schedule,valid,1.367089,62F / 6 mph wind / 1% precip / open-air; roof not applicable,favorable,0.083,0.403,Iván Herrera,unavailable,116,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,STL,0.0,0.453,0.392
0.14,1 HR / 99 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-11.34,0.046647,+2044,MIL@WSH,0.488,+525,0.16,PASS,2026-05-01,6.4,1,official_mlb_schedule,valid,1.213483,67F / 10 mph wind / 1% precip / open-air; roof not applicable,favorable,0.125,0.512,Garrett Mitchell,unavailable,117,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,MIL,0.0,0.379,0.341
,0 HR / 35 PA,10.0,unavailable/not used; BvP is supporting only,7.5,-4.43,0.046624,+2045,SF@TB,,+1000,0.090909,PASS,2026-05-01,,3,official_mlb_schedule,valid,1.35,79F / 8 mph wind / 0% precip / fixed dome,unfavorable,0.128,0.349,Ryan Vilade,unavailable,118,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,draftkings,TB,0.0,,
0.091,2 HR / 67 PA,10.0,unavailable/not used; BvP is supporting only,5.8,,0.046434,+2054,SF@TB,0.25,,,WATCHLIST,,22.8,7,official_mlb_schedule,missing,1.35,79F / 8 mph wind / 0% precip / fixed dome,unfavorable,0.128,0.349,Jake Fraley,unavailable,119,prop price missing,Missing current/timestamped prop price; cannot be a bet.,,TB,0.0,0.387,0.303
0.095,5 HR / 129 PA,9.74,unavailable/not used; BvP is supporting only,7.5,-10.69,0.045992,+2074,TEX@DET,0.476,+554,0.152905,PASS,2026-05-01,9.6,6,official_mlb_schedule,valid,1.421053,48F / 8 mph wind / 6% precip / open-air; roof not applicable,unfavorable,0.103,0.456,Jake Burger,unavailable,120,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,TEX,0.0,0.376,0.269
0.114,9 HR / 145 PA,5.48,unavailable/not used; BvP is supporting only,7.5,-14.96,0.045718,+2087,BAL@NYY,0.466,+412,0.195312,PASS,2026-05-01,17.8,1,official_mlb_schedule,valid,0.861702,58F / 10 mph wind / 2% precip / open-air; roof not applicable,neutral,0.06,0.429,Gunnar Henderson,unavailable,121,"price, lineup, starter, weather, bullpen",No clear model edge at the available price.,rotowire_props_yes_only,BAL,0.0,0.411,0.312
0.137,4 HR / 114 PA,10.0,unavailable/not used; BvP is supporting only,5.8,,0.04457,+2144,BAL@NYY,0.521,,,WATCHLIST,,16.0,9,official_mlb_schedule,missing,0.72973,58F / 10 mph wind / 2% precip / open-air; roof not applicable,unfavorable,0.079,0.395,Trent Grisham,unavailable,122,prop price missing,Missing current/timestamped prop price; cannot be a bet.,,NYY,0.0,0.44,0.357
