date,game,player,team,prop_type,model_probability,fair_odds,market_odds,market_implied_probability,edge_percent,tier,confidence,result,win_loss_push,profit_loss_units,closing_odds,closing_line_value,notes,evaluation_mode
2026-04-18,NYM@CHC,Dansby Swanson,CHC,2+ TB,25.50,+292,,,,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI; market line 0.5 excluded from 2+ TB ROI",target_accuracy
2026-04-18,TB@PIT,Chandler Simpson,TB,HR,0.40,+24900,2000,4.76,-4.36,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"2 H, 2 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Chandler Simpson,TB,2+ TB,6.00,+1567,-103,50.74,-44.74,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,0.971,,,"2 H, 2 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Junior Caminero,TB,HR,1.29,+7643,1025,8.89,-7.60,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"2 H, 3 TB, 0 HR, 1 R, 1 RBI",betting_roi
2026-04-18,TB@PIT,Junior Caminero,TB,2+ TB,18.51,+440,372,21.19,-2.68,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,3.720,,,"2 H, 3 TB, 0 HR, 1 R, 1 RBI",betting_roi
2026-04-18,TB@PIT,Jonathan Aranda,TB,HR,0.40,+24900,1350,6.90,-6.50,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"2 H, 2 TB, 0 HR, 1 R, 1 RBI",betting_roi
2026-04-18,TB@PIT,Jonathan Aranda,TB,2+ TB,15.27,+555,405,19.80,-4.53,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,4.050,,,"2 H, 2 TB, 0 HR, 1 R, 1 RBI",betting_roi
2026-04-18,TB@PIT,Yandy Díaz,TB,HR,0.40,+24900,1250,7.41,-7.01,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Yandy Díaz,TB,2+ TB,22.78,+339,245,28.99,-6.21,C,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Jake Fraley,TB,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,TB@PIT,Jake Fraley,TB,2+ TB,6.00,+1567,50,66.67,-60.67,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Cedric Mullins,TB,HR,0.40,+24900,1150,8.00,-7.60,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,11.500,,,"2 H, 5 TB, 1 HR, 1 R, 3 RBI",betting_roi
2026-04-18,TB@PIT,Cedric Mullins,TB,2+ TB,6.00,+1567,290,25.64,-19.64,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,2.900,,,"2 H, 5 TB, 1 HR, 1 R, 3 RBI",betting_roi
2026-04-18,TB@PIT,Richie Palacios,TB,HR,0.40,+24900,1600,5.88,-5.48,D,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Richie Palacios,TB,2+ TB,18.73,+434,420,19.23,-0.50,D,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Hunter Feduccia,TB,HR,0.40,+24900,2000,4.76,-4.36,D,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Hunter Feduccia,TB,2+ TB,6.00,+1567,475,17.39,-11.39,D,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Taylor Walls,TB,HR,0.40,+24900,2700,3.57,-3.17,D,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Taylor Walls,TB,2+ TB,6.00,+1567,490,16.95,-10.95,D,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Oneil Cruz,PIT,HR,9.92,+908,,,,B,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 2 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,TB@PIT,Oneil Cruz,PIT,2+ TB,42.35,+136,232,30.12,12.23,A+,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,2.320,,,"1 H, 2 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Brandon Lowe,PIT,HR,5.67,+1665,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,TB@PIT,Brandon Lowe,PIT,2+ TB,29.19,+243,100,50.00,-20.81,B,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Bryan Reynolds,PIT,HR,2.42,+4027,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,TB@PIT,Bryan Reynolds,PIT,2+ TB,24.26,+312,420,19.23,5.03,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,TB@PIT,Ryan O'Hearn,PIT,HR,3.78,+2548,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,,,,"2 H, 5 TB, 1 HR, 2 R, 2 RBI",target_accuracy
2026-04-18,TB@PIT,Ryan O'Hearn,PIT,2+ TB,29.11,+244,150,40.00,-10.89,B,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.500,,,"2 H, 5 TB, 1 HR, 2 R, 2 RBI",betting_roi
2026-04-18,TB@PIT,Marcell Ozuna,PIT,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,,,,"2 H, 5 TB, 1 HR, 1 R, 2 RBI",target_accuracy
2026-04-18,TB@PIT,Marcell Ozuna,PIT,2+ TB,12.70,+687,100,50.00,-37.30,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.000,,,"2 H, 5 TB, 1 HR, 1 R, 2 RBI",betting_roi
2026-04-18,TB@PIT,Nick Yorke,PIT,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,TB@PIT,Nick Yorke,PIT,2+ TB,13.48,+642,275,26.67,-13.19,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 1 RBI",betting_roi
2026-04-18,TB@PIT,Spencer Horwitz,PIT,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,TB@PIT,Spencer Horwitz,PIT,2+ TB,8.33,+1101,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,TB@PIT,Konnor Griffin,PIT,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 2 RBI",target_accuracy
2026-04-18,TB@PIT,Konnor Griffin,PIT,2+ TB,6.00,+1567,290,25.64,-19.64,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 2 RBI",betting_roi
2026-04-18,TB@PIT,Henry Davis,PIT,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,TB@PIT,Henry Davis,PIT,2+ TB,6.00,+1567,100,50.00,-44.00,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Willy Adames,SF,HR,5.44,+1738,800,11.11,-5.67,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Willy Adames,SF,2+ TB,30.37,+229,225,30.77,-0.40,B,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Luis Arraez,SF,HR,0.40,+24900,2100,4.55,-4.15,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"2 H, 2 TB, 0 HR, 2 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Luis Arraez,SF,2+ TB,12.48,+701,230,30.30,-17.82,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",W,W,2.300,,,"2 H, 2 TB, 0 HR, 2 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Matt Chapman,SF,HR,0.65,+15390,825,10.81,-10.16,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"2 H, 2 TB, 0 HR, 1 R, 1 RBI",betting_roi
2026-04-18,SF@WSH,Matt Chapman,SF,2+ TB,19.97,+401,-111,52.61,-32.64,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",W,W,0.901,,,"2 H, 2 TB, 0 HR, 1 R, 1 RBI",betting_roi
2026-04-18,SF@WSH,Rafael Devers,SF,HR,2.58,+3777,700,12.50,-9.92,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,SF@WSH,Rafael Devers,SF,2+ TB,16.07,+522,-110,52.38,-36.31,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,SF@WSH,Casey Schmitt,SF,HR,7.53,+1228,1200,7.69,-0.16,C,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"2 H, 3 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,SF@WSH,Casey Schmitt,SF,2+ TB,37.18,+169,312,24.27,12.91,A,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",W,W,3.120,,,"2 H, 3 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,SF@WSH,Jung Hoo Lee,SF,HR,1.28,+7691,1300,7.14,-5.86,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"2 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Jung Hoo Lee,SF,2+ TB,20.68,+384,170,37.04,-16.36,C,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",W,W,1.700,,,"2 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Heliot Ramos,SF,HR,4.39,+2177,850,10.53,-6.14,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",W,W,8.500,,,"3 H, 7 TB, 1 HR, 2 R, 2 RBI",betting_roi
2026-04-18,SF@WSH,Heliot Ramos,SF,2+ TB,23.69,+322,192,34.25,-10.56,C,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",W,W,1.920,,,"3 H, 7 TB, 1 HR, 2 R, 2 RBI",betting_roi
2026-04-18,SF@WSH,Drew Gilbert,SF,HR,8.58,+1066,1400,6.67,1.91,B,"Medium — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"2 H, 2 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,SF@WSH,Drew Gilbert,SF,2+ TB,35.25,+184,-2,1.96,33.29,A,"Medium — stats+savant+recent+BvP, confirmed lineup, live markets matched",W,W,50.000,,,"2 H, 2 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,SF@WSH,Patrick Bailey,SF,HR,0.40,+24900,1300,7.14,-6.74,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Patrick Bailey,SF,2+ TB,6.00,+1567,275,26.67,-20.67,D,"High — stats+savant+recent+BvP, confirmed lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,James Wood,WSH,HR,17.39,+475,,,,A+,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,,,,"1 H, 4 TB, 1 HR, 3 R, 2 RBI",target_accuracy
2026-04-18,SF@WSH,James Wood,WSH,2+ TB,55.00,-122,150,40.00,15.00,A+,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.500,,,"1 H, 4 TB, 1 HR, 3 R, 2 RBI",betting_roi
2026-04-18,SF@WSH,Luis García Jr.,WSH,HR,4.87,+1955,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 2 RBI",target_accuracy
2026-04-18,SF@WSH,Luis García Jr.,WSH,2+ TB,24.88,+302,255,28.17,-3.29,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 2 RBI",betting_roi
2026-04-18,SF@WSH,José Tena,WSH,HR,3.52,+2737,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",target_accuracy
2026-04-18,SF@WSH,José Tena,WSH,2+ TB,29.79,+236,,,,B,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",target_accuracy
2026-04-18,SF@WSH,CJ Abrams,WSH,HR,13.74,+628,,,,A+,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,SF@WSH,CJ Abrams,WSH,2+ TB,51.76,-107,202,33.11,18.65,A+,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Jacob Young,WSH,HR,5.40,+1752,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"2 H, 2 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,SF@WSH,Jacob Young,WSH,2+ TB,29.16,+243,-115,53.49,-24.33,B,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,0.870,,,"2 H, 2 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Daylen Lile,WSH,HR,3.39,+2849,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"2 H, 3 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,SF@WSH,Daylen Lile,WSH,2+ TB,23.72,+322,150,40.00,-16.28,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.500,,,"2 H, 3 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Nasim Nuñez,WSH,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,SF@WSH,Nasim Nuñez,WSH,2+ TB,6.00,+1567,325,23.53,-17.53,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Jorbit Vivas,WSH,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,SF@WSH,Jorbit Vivas,WSH,2+ TB,7.66,+1206,100,50.00,-42.34,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.000,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,SF@WSH,Drew Millas,WSH,HR,0.40,+24900,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,SF@WSH,Drew Millas,WSH,2+ TB,6.82,+1366,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",W,W,,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,CWS@ATH,Andrew Benintendi,CWS,HR,8.53,+1073,,,,B,"High — stats+savant+recent+BvP, posted lineup, no live markets",W,W,,,,"1 H, 4 TB, 1 HR, 1 R, 3 RBI",target_accuracy
2026-04-18,CWS@ATH,Andrew Benintendi,CWS,2+ TB,35.67,+180,,,,A,"High — stats+savant+recent+BvP, posted lineup, no live markets",W,W,,,,"1 H, 4 TB, 1 HR, 1 R, 3 RBI",target_accuracy
2026-04-18,CWS@ATH,Munetaka Murakami,CWS,HR,15.65,+539,372,21.19,-5.54,A+,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,3.720,,,"1 H, 4 TB, 1 HR, 1 R, 1 RBI",betting_roi
2026-04-18,CWS@ATH,Munetaka Murakami,CWS,2+ TB,47.62,+110,124,44.64,2.98,A+,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,1.240,,,"1 H, 4 TB, 1 HR, 1 R, 1 RBI",betting_roi
2026-04-18,CWS@ATH,Miguel Vargas,CWS,HR,4.34,+2207,562,15.11,-10.77,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,CWS@ATH,Miguel Vargas,CWS,2+ TB,18.81,+432,127,44.05,-25.24,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,CWS@ATH,Colson Montgomery,CWS,HR,6.48,+1442,418,19.31,-12.83,C,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,4.180,,,"1 H, 4 TB, 1 HR, 1 R, 1 RBI",betting_roi
2026-04-18,CWS@ATH,Colson Montgomery,CWS,2+ TB,24.99,+300,126,44.25,-19.26,C,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,1.260,,,"1 H, 4 TB, 1 HR, 1 R, 1 RBI",betting_roi
2026-04-18,CWS@ATH,Everson Pereira,CWS,HR,14.90,+571,665,13.07,1.83,A+,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"2 H, 4 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,CWS@ATH,Everson Pereira,CWS,2+ TB,50.00,+100,150,40.00,10.00,A+,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,1.500,,,"2 H, 4 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,CWS@ATH,Sam Antonacci,CWS,HR,0.40,+24900,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,CWS@ATH,Sam Antonacci,CWS,2+ TB,6.00,+1567,100,50.00,-44.00,D,"Medium — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,CWS@ATH,Chase Meidroth,CWS,HR,3.06,+3170,975,9.30,-6.24,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,CWS@ATH,Chase Meidroth,CWS,2+ TB,20.74,+382,128,43.86,-23.12,C,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,CWS@ATH,Tristan Peters,CWS,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,CWS@ATH,Tristan Peters,CWS,2+ TB,6.00,+1567,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,CWS@ATH,Reese McGuire,CWS,HR,1.13,+8744,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"1 H, 1 TB, 0 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,CWS@ATH,Reese McGuire,CWS,2+ TB,12.21,+719,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"1 H, 1 TB, 0 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,CWS@ATH,Jeff McNeil,ATH,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 1 RBI",target_accuracy
2026-04-18,CWS@ATH,Jeff McNeil,ATH,2+ TB,17.94,+457,50,66.67,-48.73,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,CWS@ATH,Shea Langeliers,ATH,HR,6.98,+1332,,,,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"2 H, 2 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,CWS@ATH,Shea Langeliers,ATH,2+ TB,35.29,+183,-116,53.70,-18.41,A,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,0.862,,,"2 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,CWS@ATH,Nick Kurtz,ATH,HR,7.41,+1249,,,,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,,,,"2 H, 5 TB, 1 HR, 1 R, 2 RBI",target_accuracy
2026-04-18,CWS@ATH,Nick Kurtz,ATH,2+ TB,35.42,+182,127,44.05,-8.63,A,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.270,,,"2 H, 5 TB, 1 HR, 1 R, 2 RBI",betting_roi
2026-04-18,CWS@ATH,Tyler Soderstrom,ATH,HR,2.73,+3567,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",target_accuracy
2026-04-18,CWS@ATH,Tyler Soderstrom,ATH,2+ TB,21.52,+365,135,42.55,-21.03,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,CWS@ATH,Jacob Wilson,ATH,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,,,,"2 H, 5 TB, 1 HR, 2 R, 1 RBI",target_accuracy
2026-04-18,CWS@ATH,Jacob Wilson,ATH,2+ TB,11.73,+752,-110,52.38,-40.65,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,0.909,,,"2 H, 5 TB, 1 HR, 2 R, 1 RBI",betting_roi
2026-04-18,CWS@ATH,Carlos Cortes,ATH,HR,2.07,+4741,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,CWS@ATH,Carlos Cortes,ATH,2+ TB,21.69,+361,,,,C,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,CWS@ATH,Max Muncy,ATH,HR,5.58,+1693,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 3 TB, 0 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,CWS@ATH,Max Muncy,ATH,2+ TB,32.21,+210,127,44.05,-11.84,A,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.270,,,"1 H, 3 TB, 0 HR, 1 R, 1 RBI",betting_roi
2026-04-18,CWS@ATH,Lawrence Butler,ATH,HR,1.02,+9735,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"1 H, 2 TB, 0 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,CWS@ATH,Lawrence Butler,ATH,2+ TB,13.36,+648,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",W,W,,,,"1 H, 2 TB, 0 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,CWS@ATH,Austin Wynns,ATH,HR,0.40,+24900,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,CWS@ATH,Austin Wynns,ATH,2+ TB,6.00,+1567,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Kevin McGonigle,DET,HR,8.18,+1123,,,,B,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"2 H, 2 TB, 0 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,DET@BOS,Kevin McGonigle,DET,2+ TB,39.99,+150,150,40.00,-0.01,A+,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.500,,,"2 H, 2 TB, 0 HR, 1 R, 1 RBI",betting_roi
